Sr No,Project Name,Promoter Name,Address,Project Type,Email,Phone,Approval ID,City,Start Date,End Date,Remarks
1870,S ONE,SHAYONA LAND CORPORATION,101 OM SHAYONA ARCADE NEAR SILVER OAK UNIVERSITY GOTA Ahmedabad 382481,Commercial,rajnikant@shayona.co.in,9825096722,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA05322/250419,Ahmedabad,25-04-2019,30-03-2022,NA
1871,ALIF APARTMENT,DINMOHMMED USMANBHAI SAIYED (SOLE PROPRIETOR OF HUSSAINI DEVELOPERS),"01, RAJIV NAGAR, NEAR ROYAL HOTEL, MAKRABA, AHMEDABAD Ahmedabad 382210",Residential/Group Housing,alifappartment@gmail.com,9824992101,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA06256/EX1/040522,Ahmedabad,25-10-2019,31-01-2022,31-01-2023
1872,Harikrupa Industrial Park,HARIKRUPA INFRA,"195/B/4, Harikrupa , Opposite. Hanuman Ji Mandir Opposite. Naroda Nagrik Co-operative Bank Ahmedabad 382330",Commercial,harikrupainfrarera01@gmail.com,9687080888,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA07836/281220,Ahmedabad,28-12-2020,31-12-2025,NA
1873,EWS 47,AHMEDABAD MUNICIPAL CORPORATION,"Sardar Patel Bhavan, Danapith, Ahmedabad Ahmedabad 380001",Residential/Group Housing,addcehp@ahmedabadcity.gov.in,9327038855,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA08973/020921,Ahmedabad,02-09-2021,24-08-2022,NA
1874,LOTUS RESIDENCY 2,PARV INFRA,"1, ANANT MILL COMPOUND, LOTUS RESIDENCY-2, OPP. SOMA TEXTILE MILL, RAKHIAL, AHMEDABAD Ahmedabad 380023",Residential/Group Housing,lotusresidency1985@gmail.com,9724444499,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA05518/060619,Ahmedabad,06-06-2019,30-06-2024,NA
1875,VINAYAK RESIDENCY,Devam Buildcon,"A-24 Siromani Bunglows Nr Pushpak Bunglows ,Odhav ,Ahmedabad Ahmedabad 382415",Residential/Group Housing,vinayakresidency2019@gmail.com,8155886611,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA05548/120619,Ahmedabad,12-06-2019,30-06-2025,NA
1876,Akshar Revival,V P ASSOCIATES,"7-A, Shreyanshnath Society, Opp. Hariprasad nagar Society B/H Dharnidhar Derasar, Vasna Ahmedabad 380007",Residential/Group Housing,aksharrevival2@gmail.com,9998031035,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA05592/200619,Ahmedabad,20-06-2019,31-01-2022,NA
1877,Ratnaakar Verte,Nishant Construction Private Limited,"801– 802 Regency Plaza Near Anandnagar Crossroads, Satellite, Ahmedabad – 380 015 Ahmedabad 380015",Mixed Development,verte.rera@ratnaakar.com,9979851444,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA05316/250419,Ahmedabad,25-04-2019,30-06-2024,NA
1878,AMARNATH EMINENCE,ACCURATE BUILDCON,"FP NO.71,SURVEY NO.102,TP NO.117,TALUKA VATVA,VASTRAL VASTRAL Ahmedabad 382418",Mixed Development,accuratebuildcon50@gmail.com,9825923169,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA05465/A1M/131221,Ahmedabad,18-05-2019,30-09-2024,NA
1879,CRYSTAL BUNGLOWS AND CRYSTAL ARCADE,OM INFRA,"CRYSTAL ARCADE AND CRYSTAL BUNGLOWS, SN NO: 47, OPP PIRANA GATE NR SATYAMEV ARCADE, 200FT SP RING ROAD, KAMOD Ahmedabad 382405",Mixed Development,praful009@gmail.com,9909966292,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA05596/210619,Ahmedabad,21-06-2019,30-09-2023,NA
1880,SIDDHIVINAYAK RESIDENCY,SOMNATH INFRASTRUCTURE,B1/11 GALAXY SIGNATURE SCIENCE CITY ROAD SOLA ROAD Ahmedabad 380060,Residential/Group Housing,infra.somnath59@gmail.com,9825218503,PR/GJ/AHMEDABAD/SANAND/AUDA/RAA05514/060619,Ahmedabad,06-06-2019,30-09-2024,NA
1881,GANESH EMERALD,OMKAR DEVELOPERS,"E-101, GANESH GOLD, NR ABHAY RATNA, GODREJ GARDEN CITY ROAD, JAGATPUR Ahmedabad 382481",Mixed Development,omkardevlopers605@gmail.com,9825083323,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA05703/120719,Ahmedabad,12-07-2019,30-09-2022,NA
1882,B.N.-1 INDUSTRIAL ESTATE,RIDDHI DEVELOPERS,"C/1, PUNIT ESTATE, OPP VALLABH NAGAR ODHAV, AHMEDABAD Ahmedabad 382345",Commercial,bn1industrial@gmail.com,8306202141,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA06075/210919,Ahmedabad,21-09-2019,30-06-2025,NA
1883,PUSHP MAHADEV,SANSKRUT INFRA,"C-202, SHIVAM CLASSIC, NEAR TRILOK SOCIETY, NEAR LAD SOCIETY, BODEKDEV, Ahmedabad 380054",Mixed Development,sanskrutinfra09@gmail.com,9925146262,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA05456/EX1/240220,Ahmedabad,17-05-2019,31-03-2023,31-03-2024
1884,Omkar Elegance,OMKAR DEVELOPERS,"Omkar Elegance, Opp. Galaxy Coral, Bungalows, Nr. Doon School, Vastral Ahmedabad 382418",Mixed Development,info@omkarelegance.com,9879053092,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA05472/180519,Ahmedabad,18-05-2019,30-06-2025,NA
1885,Ekta Festival,united engineers and developers,"208, Swanik Arcade, Nr Arjun Homes Opp Vardan Tower, Naranpura Ahmedabad 380013",Mixed Development,festivalekta@gmail.com,9879031156,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA05696/110719,Ahmedabad,11-07-2019,30-06-2023,NA
1886,SHREE BUSINESS HUB,SHREE DEVELOPERS,"FF-58,RUDRAX COMPLEX,OPP.ANNPURNA HOTEL,JASODANAGAR VATVA GIDC,AHMJEDABAD Ahmedabad 382445",Commercial,shreedevelopersnaroda@gmail.com,9925045212,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Others/CAA05610/280619,Ahmedabad,28-06-2019,31-12-2020,NA
1887,SHREEMAD ELEGANCE,SHREE BALAJI DEVELOPERS,"34 Mansi Residency , Nikol Ahmedabad 382350",Mixed Development,shreebalajirera2019@gmail.com,9727263264,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA05676/090719,Ahmedabad,09-07-2019,30-06-2025,NA
1888,Z one,Zion Infraspace LLP,"B/s. Avalon Hotel, Nr. Mann Party Plot, Off Sindhu Bhavan Road, Bodakdev Ahmedabad. Ahmedabad 380054",Commercial,zioninfraspace@gmail.com,9879321651,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA05558/150619,Ahmedabad,15-06-2019,30-06-2023,NA
1889,MAHER HOMES-3,Dushyant M. Pandya self and sole proprietor of M/s. Vishwanath Buildcon,"B-701, Block-B, Inceptum, Opp. Hotel Planet Landmark, Makarba Ahmedabad 380058",Mixed Development,dushyantpandya1965@gmail.com,9879789034,PR/GJ/AHMEDABAD/SANAND/AUDA/MAA05208/040419,Ahmedabad,04-04-2019,30-09-2021,NA
1890,PAARIJAT HEIGHTS,ORANGE DEVELOPERS,"SHOP-1, PARIJAT UPVAN VATVA Ahmedabad 382240",Mixed Development,reraorangedevelopers@gmail.com,9824550202,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA05427/A1M/040621,Ahmedabad,14-05-2019,08-09-2022,NA
1891,ASHUDEV INDUSTRIAL PARK,JAY ASHUDEV DEVELOPERS,"Ashudev Industrial Estate,Survey No.215, Kathwada Singarva Road, Kathwada, Ta. Dascroi, Ahmedabad 382430",Commercial,jayashudevdevelopers@gmail.com,8347477177,PR/GJ/AHMEDABAD/DASKROI/AUDA/CAA05416/100519,Ahmedabad,10-05-2019,30-09-2024,NA
1892,EWS-43,AHMEDABAD MUNICIPAL CORPORATION,"Sardar Patel Bhavan, Danapith, Ahmedabad Ahmedabad 380001",Residential/Group Housing,addcehp@ahmedabadcity.gov.in,9327038855,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA08598/EX1/040723,Ahmedabad,11-06-2021,07-09-2022,07-09-2023
1893,NAKSHATRA RISE,RV BUILDCON,"C-1001, CHANDANBALA APARTMENT OPP SUVIDHA SHOPPING CENTER,PALDI Ahmedabad 380007",Residential/Group Housing,rshah087@gmail.com,9879810920,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA05397/060519,Ahmedabad,06-05-2019,30-06-2021,NA
1894,ORCHID EXOTICA,GOYAL PROCON LLP,"10TH FLOOR COMMERCE HOUSE IV 100FT ROAD, SATELLITE, PRAHALADNAGAR Ahmedabad 380015",Residential/Group Housing,orchid.exotica.rera@gmail.com,9687610082,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA05633/010719,Ahmedabad,01-07-2019,30-06-2023,NA
1895,NORTH VIENTO,Welcome Infrastructure,"D-101, Pride Icon Nr Bhadaj Circle, Science City Road Ahmedabad 380060",Mixed Development,northvientorera@gmail.com,9510265687,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA05669/A1M/241121,Ahmedabad,08-07-2019,30-09-2022,NA
1896,Nanddeep Residency,SHUBH DEVELOPERS,"6, ADARSH-23 BUNGLOWS, OPP SWATI BUNGLOWS BODAKDEV, AHMEDABAD Ahmedabad 380059",Residential/Group Housing,nanddeepresidency@gmail.com,8141517148,PR/GJ/AHMEDABAD/DASKROI/AUDA/RAA05794/A1R/051220,Ahmedabad,25-07-2019,30-06-2025,NA
1897,Nakshatra Residency 2,SHREE HARI BUILDCON,"10 & 11, Gitanjali Plots, Opp. Kalupur Bank, Bopal, Ahmedabad Ahmedabad 380058",Residential/Group Housing,nakshatraresidency2@gmail.com,9825024051,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA06338/181119,Ahmedabad,18-11-2019,30-06-2024,NA
1898,ANAND ELEGANCE,ANAND DEVELOPERS,24 GALAXY MALL SATELITE ROAD AMBAWADI AHMEDABAD Ahmedabad 380015,Mixed Development,ananddevelopersahd@gmail.com,9712201219,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA05729/A1M/240321,Ahmedabad,16-07-2019,30-11-2024,NA
1899,Devasya Gold,Ramdev Corporation,"No.04, Shyam Kutir Bungloes, Opp. R.P Vasani school Nikol-Naroda Road Ahmedabad 382350",Residential/Group Housing,ramdevcorporation4662@gmail.com,9825383320,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA06375/261119,Ahmedabad,26-11-2019,30-06-2025,NA
1900,SHIVALAY SKY,R V BUILDCON,"D48 SHARDAKRUPA SOCIETY,BEHIND JANTANAGAR,CHANDKHEDA Ahmedabad 382424",Residential/Group Housing,rvbuildcon1@gmail.com,9825521921,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA05546/120619,Ahmedabad,12-06-2019,31-07-2022,NA
1901,SAMRUDDHI INDUSTRIAL ESTATE,SAPATH CORPORATION,"SAMRUDDHI INDUSTRIAL ESTATE, SINGARVA-KATHWADA ROAD, BAHUCHAR PARTY PLOT TO KATHWADA GAM, NR. PAYAL PARK, KATHWADA, AHMEDABAD Ahmedabad 382430",Commercial,rera.sapath@gmail.com,9898647115,PR/GJ/AHMEDABAD/DASKROI/AUDA/CAA05917/A1C/090321,Ahmedabad,20-08-2019,30-06-2025,NA
1902,AADARSH APARTMENT,OM INFRASTRUCTURE,"1, Rudra Avenue, Baliakaka Road, Dhor Bazar, Mira Cross Road, Maninagar, Ahmedabad 380008",Mixed Development,ominfrastructure2009@gmail.com,9898010610,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA06078/EX1/051021,Ahmedabad,21-09-2019,30-06-2021,30-12-2021
1903,Rajul Residency,LILAMANI INFRA,"203, Shashwat Complex, Opp. HDFC House, Nr. Mithakhali Six Road, Navrangpura Ahmedabad 380009",Residential/Group Housing,lilamaniinfra@gmail.com,9327796737,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA06832/050320,Ahmedabad,05-03-2020,30-06-2023,NA
1904,Skydeck Seasons,SAANVI NIRMAN ORGANISER,"217-218, SECOND FLOOR, RAVIJA PLAZA, OPP. RAMBAUG, THALTEJ-SHILAJ ROAD, THALTEJ, AHMEDABAD Ahmedabad 380059",Residential/Group Housing,saanvi.seasons@gmail.com,9904402727,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA07130/120620,Ahmedabad,12-06-2020,30-06-2023,NA
1905,Krish Luxuria,Khushi Developers,"701, Astron Tech Park Opp. Fun Republic, Iscon cross road, S. G. Highway, Ahmedabad, 380015 Ahmedabad 380015",Mixed Development,khushidevelopers2@gmail.com,9375134021,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA05373/030519,Ahmedabad,03-05-2019,30-06-2023,NA
1906,SHIVKRUPA INDUSTRIAL ESTATE,PARTH DEVELOPERS,"21, SAUNDARYA VILLA, OPP SHUKAN BUNGLOWS NIKOL NAROAD ROAD, NIKOL Ahmedabad 382350",Commercial,parthdevelopers3@gmail.com,9825889692,PR/GJ/AHMEDABAD/DASKROI/AUDA/CAA05583/190619,Ahmedabad,19-06-2019,30-06-2023,NA
1907,SURYAM AURA,GHANSHYAM MOHANBHAI PATEL PROP. OF SURYAM DEVELOPERS,B 101 SHIVALIK BUSINESS CENTER B/S RAJPATH CLUB BODAKDEV Ahmedabad 380059,Mixed Development,suryamdevelopers1@gmail.com,8980038910,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA05305/220419,Ahmedabad,22-04-2019,30-09-2023,NA
1908,JALDEEP ICON TWO,BANSIDHAR INFRACON LLP,"B. NO. 14, SANIDHYA BUNGLOWS, OPP. ASHOK VATIKA, NR. EKTA FARM, BOPAL ROAD Ahmedabad 380058",Mixed Development,info@srkg.in,9825040087,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA05606/270619,Ahmedabad,27-06-2019,30-12-2022,NA
1909,SHIVAM APPARTMENT,SHIVAM DEVELOPERS,"26,0,RANGKRUPA SOCIETY VEJALPUR ROAD, VASNA Ahmedabad 380051",Residential/Group Housing,bhaveshsheth82@gmail.com,9904368236,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA06824/040320,Ahmedabad,04-03-2020,30-06-2022,NA
1910,AAMRAKUNJ AYAN,AAMRAKUNJ CORPORATION,"NANDRAJ, BESIDES UDGAM SCHOOL JAY AMBENAGAR SOCIETY ROAD, THALTEJ Ahmedabad 380054",Mixed Development,aamrakunjayan@gmail.com,9426072561,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA05526/070619,Ahmedabad,07-06-2019,30-03-2023,NA
1911,Samyak 49,Samyaktva Realty LLP,"53, Vijay Park, Opp. Dr. Gupta Bunglow, Navrangpura, Ahmedabad 380009",Residential/Group Housing,rera.samyak49@gmail.com,9898060368,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA08742/090721,Ahmedabad,09-07-2021,30-09-2023,NA
1912,PRIVIERA,AMAZO REALTY LLP,801 A PARSHVANATH E SQUARE CORPORATE ROAD PRAHLADNAGAR Ahmedabad 380015,Commercial,accounts@zaverirealty.com,9978097279,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA05493/310519,Ahmedabad,31-05-2019,30-06-2022,NA
1913,MONTE 9,VARNIRAJ SPACELINK,"A-20, MANMOHAN SOCIETY, B/H RAGHUNATH SCHOOL, OPP. ASHOPALAV SOCIETY Ahmedabad 382345",Residential/Group Housing,monte9.amd@gmail.com,9727077788,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA05848/060819,Ahmedabad,06-08-2019,30-09-2022,NA
1914,River Heights,ARSH DEVELOPERS,"Majur Mahajan Building, Nr. Cama Hotel, Khanpur, Ahmedabad Ahmedabad 380001",Residential/Group Housing,arshdevelopers6555@gmail.com,9898026555,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA06007/060919,Ahmedabad,06-09-2019,30-06-2025,NA
1915,Baagban Elite (Block H+I and J+K),ALTAIR INFRASPACE PRIVATE LIMITED,"45/02, F/F, TEHJIR CORPORATION, OPP. JANPATH HOTEL, SARKHEJ SANAND ROAD OPP. JANPATH HOTEL, SARKHEJ SANAND ROAD Ahmedabad 380055",Residential/Group Housing,baagban.elite@gmail.com,9898643996,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA06746/EX1/300922,Ahmedabad,06-02-2020,30-06-2022,30-06-2023
1916,EWS 48,AHMEDABAD MUNICIPAL CORPORATION,"Sardar Patel Bhavan, Danapith, Ahmedabad Ahmedabad 380001",Residential/Group Housing,addcehp@ahmedabadcity.gov.in,9327038855,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA09041/140921,Ahmedabad,14-09-2021,24-08-2022,NA
1917,SURAMYA GOLD,SHUBH INFRASTRUCTURE,"Above Shiv Corporation, Bavla Road, Ghadiya Char Rasta, Sanand Ahmedabad 382110",Mixed Development,surmya.gold@gmail.com,9898497212,PR/GJ/AHMEDABAD/SANAND/AUDA/MAA05520/060619,Ahmedabad,06-06-2019,30-06-2024,NA
1918,SUN SOUTH STREET,SUN DIVINE CORPORATION,"Sun Builders Transition Space, Opp. Satyam Corporate Square B/h. Rajpath Club, Sindhu Bhavan Road, Bodakdev Ahmedabad 380059",Commercial,rera.sundivinecorporation@gmail.com,9978932080,PR/GJ/AHMEDABAD/DASKROI/AUDA/CAA05480/EX1/220121,Ahmedabad,18-05-2019,30-12-2020,31-03-2021
1919,NEEL 55,PRAMUKH DEVELOPERS,"3/B, DHANLAKSHMI AVENUE, JAWAHARCHAWK, MANINAGAR, Ahmedabad 380008",Residential/Group Housing,neel55.rera@gmail.com,9825510687,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA05837/030819,Ahmedabad,03-08-2019,25-10-2022,NA
1920,SAMRUDDH VILLA,Shree Aval Developers,"GROUND FLOORREVENUE SURVEY NO 389,SAMRUDDH VILLA,NR KUTCH KADVA PATIDAR VADI ODHAV Ahmedabad 382430",Residential/Group Housing,samrudhvilla@gmail.com,9624245546,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA05997/050919,Ahmedabad,05-09-2019,30-09-2023,NA
1921,AMPLE ELYSIUM,ABYSS INFRACON,"C/1207, Titanium City Centre, Nr. Sachin Tower, 100 Ft Road, Shyamal, Satellite, Ahmedabad Ahmedabad 380015",Residential/Group Housing,info.abyssinfracon@gmail.com,9898291811,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA05387/040519,Ahmedabad,04-05-2019,30-11-2021,NA
1922,SURYANSH GATEWAY,Sun Buildcon Gujarat LLP,A 501 TIMES SQUARE C G ROAD Ahmedabad 380006,Commercial,info@sunbuildcon.com,9909982220,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA05509/A1C/280921,Ahmedabad,06-06-2019,30-06-2022,NA
1923,SHREE YAMUNA LOTUS,SHREE YAMUNA INFRACON,"SHOP NO-1, SATADHAR GREEN , NEAR MANOHARVILL CROSS ROAD NIKOL-NARODA ROAD, NIKOL, Ahmedabad 382350",Residential/Group Housing,shreeyamunalotus@gmail.com,9909019442,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA05372/020519,Ahmedabad,02-05-2019,30-06-2025,NA
1924,ANANTA HEIGHTS,ANIL VINODBHAI GAJJAR Prop. of SHIVPRATH INFRA,"B 102, AARYAVRAT HEIGHTS B/H RATNAKAR PART -4, JODHPUR,AHMEDABAD CITY Ahmedabad 380015",Mixed Development,shivprathinfra@gmail.com,9824063988,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA06364/201119,Ahmedabad,20-11-2019,30-06-2023,NA
1925,SAVVY SWARAAJ HIGH STREET RETAIL ANNEXE,SAVVY SIDDHI REALITY & INFRASTRUCTURE LLP,"B-900, SHAPATH-4, OPP: KARNAVATI CLUB S. G. ROAD, PRAHLADNAGAR Ahmedabad 380015",Commercial,venkat@savvygroup.in,8980012908,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA06161/141019,Ahmedabad,14-10-2019,30-10-2020,NA
1926,SIDDHI INDUSTRIAL PARK,SIDDHI CORPORATION,"B-003 ELANZA CREST B/H HOF LIVING, NR SIGMA CORPORATES, SINDHUBHAVAN ROAD Ahmedabad 380059",Commercial,ketan@aarohistarz.com,9099049178,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Others/CAA05662/060719,Ahmedabad,06-07-2019,30-09-2023,NA
1927,BHAGWAT ALTIMUS,PUSHTI INFRACONE,"8, BHAGWAT BUNGLOWS, Opp. SILVER SQUARE COMPLEX, THALTEJ. Ahmedabad 380059",Residential/Group Housing,bhagwat.altimus@gmail.com,9825260789,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA05748/190719,Ahmedabad,19-07-2019,30-06-2022,NA
1928,Aaryan Workspaces 3,Aaryan Buildinfra LLP,"406, Aaryan Workspaces, St. Xavier's Collage Corner Bus Stand, Opp. Gala Business Center, Hotel Klassic Gold Road, Navrangpura, Ahmedabad 380009",Commercial,aaryanworkspace8@gmail.com,9909970790,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA05497/A2C/281221,Ahmedabad,01-06-2019,30-06-2024,NA
1929,CORUS HEIGHTS,CORUS INFRASTRUCTURE,"818, I-SQUARE, SCIENCE CITY ROAD, SOLA Ahmedabad 380060",Mixed Development,corusinfrastructure@gmail.com,7575006488,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA05567/170619,Ahmedabad,17-06-2019,30-09-2023,NA
1930,HIMALAYA PINNACLE,REKHABEN RAJENDRABHAI JOSHI Proprietor of HIMALAYA PINNACLE,"309, HARVY COMPLEX, NR. A-ONE SCHOOL. NR. SUBHASH CHOCK MEMNAGAR, AHMEDABAD Ahmedabad 380052",Mixed Development,himalayapinnacle2019@gmail.com,9925058811,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA05621/A1M/171220,Ahmedabad,28-06-2019,30-06-2026,NA
1931,Gokuldham Lifestyle,NCR Corporation,"Gokuldham Lifestyle, Nr. Devasya International School B/h. Royal Restaurant, S P Ring Road, Vastral Ahmedabad 380038",Mixed Development,ncrcorpgst@gmail.com,9898806886,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA06018/090919,Ahmedabad,09-09-2019,30-06-2024,NA
1932,SHILAJ HOMES,SAMSARJAN DEVELOPERS,"1012, ANAND MANGAL - 3 AMBAWADI Ahmedabad 380006",Residential/Group Housing,asimshaheng@gmail.com,9825412394,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA05675/090719,Ahmedabad,09-07-2019,30-09-2022,NA
1933,MANTHAN-25,DHAN BUILDCON,"Manthan-25, S.no. 1165, F.P no.- 228,Opp. Viaan Business Hub, Nr. Manthan-222, B/h Pujan Party Plot, Vatva Ropda Road, Vatva Ahmedabad 382440",Mixed Development,dhanbuildcon@gmail.com,9925019802,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA05588/200619,Ahmedabad,20-06-2019,30-09-2022,NA
1934,Saujanya-II,SUBAHU ENTERPRISES LLP,"Nr. Anupam Cinema, Next to Ashima Mills, Shri Khandubhai Desai Marg, Khokhra, Ahmedabad Ahmedabad 380021",Residential/Group Housing,compliance.officer@saujanya.in,9978917107,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA05177/300319,Ahmedabad,30-03-2019,30-09-2023,NA
1935,Saujanya-III,SAUMYA CONSTRUCTION PRIVATE LIMITED,"Nr. Anupam Cinema, Next to Ashima Mills, Shri Khandubhai Desai Marg, Khokhra, Ahmedabad Ahmedabad 380021",Residential/Group Housing,siiicompliance.officer@sushrut.co.in,9909988288,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA05175/300319,Ahmedabad,30-03-2019,30-09-2023,NA
1936,SPARSH ARISE,SARAL INFRACON,"SHOP NO 5 MOKSHA RESIDENCY NR MANIRATNAM RAW HOUSE BUNGLOW, VASNA Ahmedabad 380007",Residential/Group Housing,sparsharise@gmail.com,9898000282,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA05516/060619,Ahmedabad,06-06-2019,30-01-2023,NA
1937,HARIDWAR GREEN VILLLA,HARIDWAR DEVELOPERS,Plot No 462/A street no 8 Bhavnagar 364001,Residential/Group Housing,arpit3101993@gmail.com,9586470277,PR/GJ/AHMEDABAD/MANDAL/Others/RAA05407/080519,Ahmedabad,08-05-2019,30-09-2024,NA
1938,GOKUL PRATHAM,Gokul Lifespaces LLP,"GROUND FLOOR, GOKUL HOUSE 43 SHREEMALI CO.OP. SOC LTD. OPP.SHIKHAR BUILDING NAVRANGPURA AHMEDABAD Ahmedabad 380009",Commercial,pratham.gokul@gmail.com,9427987720,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA06702/290120,Ahmedabad,29-01-2020,30-06-2024,NA
1939,EastFace,SAMVAAD KRISH BUILDCON LLP,"501,WESTFACE,NEAR BAGHBAN PARTY PLOT, ZYDUS HOSPITAL ROAD,THALTEJ AHMEDABAD Ahmedabad GJ 380054 IN THALTEJ Ahmedabad 380054",Commercial,saumilpp@gmail.com,9925032575,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA05390/A1C/281221,Ahmedabad,06-05-2019,30-09-2023,NA
1940,SHYAM VIHAR,NILKANTH BUILDERS,"305, 306 SHYAM ARCADE OPP GANGOTRI BUNGLOWE VRUNDAVAN PARTY PLOT NIKOL Ahmedabad 382350",Residential/Group Housing,shyamvihar.rera@gmail.com,9825060378,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA05613/280619,Ahmedabad,28-06-2019,30-09-2025,NA
1941,Supreme Industrial Estate,SHREEHARI BUILDCON,"Supreme Industrial Estate, Nr Zaveri Estate, Opp Safal 1 Industrial Estate, Road No. 8, Kathwada Singrava Road, Kathwada, Ahmedabad Ahmedabad 382430",Commercial,supremeindustrialestate.rera@gmail.com,9662965444,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA05864/080819,Ahmedabad,08-08-2019,30-09-2023,NA
1942,CAPTOWN ENHANCE,Captown Infracon,"6,F.FDevarshi Complex, Nr. Surdhara Circle Thaltej, Ahmedabad 380054",Mixed Development,rera.captowninfracon@gmail.com,8866606080,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA05834/030819,Ahmedabad,03-08-2019,27-11-2024,NA
1943,BINORI B SQUARE 3,BRIXTONE INFRABASE,"TOP FLOOR, SHILP ARON, OPP INDUCTOTHERM, BOPAL Ahmedabad 380058",Commercial,binori3.brixtone@gmail.com,9825661112,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA05851/A1C/100221,Ahmedabad,06-08-2019,30-09-2022,NA
1944,AYMAN RESIDENCY,AYMAN INFRA,"82, Jafari Towers, B/h. Tagor Hall, Paldi, Ahmedabad Ahmedabad 380006",Residential/Group Housing,aymanresidency.rera@gmail.com,9913174482,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA05791/EX1/181122,Ahmedabad,25-07-2019,30-09-2022,31-08-2023
